Bin_center_value,Bin_counts,Land_type
0.162959377,11,smog
0.163265627,22,smog
0.163571877,14,smog
0.163878127,28,smog
0.164184377,17,smog
0.164490627,27,smog
0.164796877,19,smog
0.165103127,20,smog
0.165409377,14,smog
0.165715627,22,smog
0.166021877,12,smog
0.166328127,21,smog
0.166634377,19,smog
0.166940627,18,smog
0.167246877,18,smog
0.167553127,31,smog
0.167859377,21,smog
0.168165627,12,smog
0.168471877,12,smog
0.168778127,16,smog
0.169084377,26,smog
0.169390628,14,smog
0.169696878,32,smog
0.170003128,13,smog
0.170309378,25,smog
0.170615628,12,smog
0.170921878,30,smog
0.171228128,10,smog
0.171534378,32,smog
0.171840628,8,smog
0.172146878,28,smog
0.172453128,17,smog
0.172759378,5,smog
0.173065628,21,smog
0.173371878,10,smog
0.173678128,30,smog
0.173984378,8,smog
0.174290628,21,smog
0.174596878,6,smog
0.174903128,30,smog
0.175209378,2,smog
0.175515628,22,smog
0.175821878,17,smog
0.176128128,21,smog
0.176434378,18,smog
0.176740628,17,smog
0.177046878,13,smog
0.177353128,18,smog
0.177659378,21,smog
0.177965628,7,smog
0.178271878,14,smog
0.178578128,13,smog
0.178884378,17,smog
0.179190628,14,smog
0.179496878,11,smog
0.179803128,12,smog
0.180109378,20,smog
0.180415628,11,smog
0.180721878,13,smog
0.181028128,17,smog
0.181334378,18,smog
0.181640628,1,smog
0.181946878,22,smog
0.182253128,20,smog
0.182559378,10,smog
0.182865628,20,smog
0.183171878,12,smog
0.183478128,9,smog
0.183784378,8,smog
0.184090628,18,smog
0.184396878,9,smog
0.184703128,15,smog
0.185009378,6,smog
0.185315628,18,smog
0.185621878,2,smog
0.185928128,11,smog
0.186234378,2,smog
0.186540628,12,smog
0.186846878,2,smog
0.187153128,10,smog
0.187459378,15,smog
0.187765628,3,smog
0.188071878,15,smog
0.188378128,3,smog
0.188684378,13,smog
0.188990628,4,smog
0.189296878,6,smog
0.189603128,10,smog
0.189909378,12,smog
0.190215628,6,smog
0.190521878,13,smog
0.190828128,7,smog
0.191134378,13,smog
0.191440628,7,smog
0.191746878,9,smog
0.192053128,10,smog
0.192359378,4,smog
0.192665628,13,smog
0.192971878,9,smog
0.193278128,18,smog
0.193584378,10,smog
0.193890628,15,smog
0.194196878,9,smog
0.194503128,10,smog
0.194809378,5,smog
0.195115628,20,smog
0.195421878,6,smog
0.195728128,10,smog
0.196034378,8,smog
0.196340628,9,smog
0.196646878,12,smog
0.196953128,9,smog
0.197259378,5,smog
0.197565628,1,smog
0.197871878,8,smog
0.198178128,4,smog
0.198484378,4,smog
0.198790628,4,smog
0.199096878,7,smog
0.199403128,5,smog
0.199709378,8,smog
0.200015628,3,smog
0.200321878,13,smog
0.200628128,3,smog
0.200934378,6,smog
0.201240628,0,smog
0.201546878,3,smog
0.201853128,5,smog
0.202159378,2,smog
0.202465628,5,smog
0.202771878,2,smog
0.203078128,8,smog
0.203384378,2,smog
0.203690628,7,smog
0.203996878,7,smog
0.204303128,2,smog
0.204609378,2,smog
0.204915628,9,smog
0.205221878,1,smog
0.205528128,12,smog
0.205834378,0,smog
0.206140628,6,smog
0.206446878,9,smog
0.206753128,3,smog
0.207059378,8,smog
0.207365628,1,smog
0.207671878,9,smog
0.207978128,1,smog
0.208284378,2,smog
0.208590628,1,smog
0.208896878,5,smog
0.209203128,1,smog
0.209509378,4,smog
0.209815628,1,smog
0.210121878,1,smog
0.210428128,0,smog
0.210734378,4,smog
0.211040628,0,smog
0.211346878,3,smog
0.211653128,1,smog
0.211959378,2,smog
0.212265628,1,smog
0.212571878,1,smog
0.212878128,1,smog
0.213184378,2,smog
0.213490628,0,smog
0.213796878,2,smog
0.214103128,3,smog
0.214409378,2,smog
0.214715628,3,smog
0.215021878,3,smog
0.215328128,1,smog
0.215634378,0,smog
0.215940628,1,smog
0.216246878,3,smog
0.216553128,0,smog
0.216859378,1,smog
0.217165628,0,smog
0.217471878,2,smog
0.217778128,0,smog
0.218084378,2,smog
0.218390628,2,smog
0.218696878,4,smog
0.219003128,0,smog
0.219309378,1,smog
0.219615628,1,smog
0.219921878,0,smog
0.220228128,2,smog
0.220534378,0,smog
0.220840628,3,smog
0.221146878,0,smog
0.221453128,1,smog
0.221759378,1,smog
0.222065628,0,smog
0.222371878,0,smog
0.222678128,1,smog
0.222984378,1,smog
0.223290628,0,smog
0.223596878,0,smog
0.223903128,0,smog
0.224209378,0,smog
0.224515628,1,smog
0.224821878,0,smog
0.225128128,0,smog
0.225434378,0,smog
0.225740628,0,smog
0.226046878,0,smog
0.226353128,0,smog
0.226659378,0,smog
0.226965628,1,smog
0.227271878,0,smog
0.227578128,0,smog
0.227884378,0,smog
0.228190628,0,smog
0.228496878,0,smog
0.228803128,0,smog
0.229109378,0,smog
0.229415628,0,smog
0.229721878,0,smog
0.230028128,0,smog
0.230334378,0,smog
0.230640628,0,smog
0.230946878,0,smog
0.231253128,0,smog
0.231559378,0,smog
0.231865628,1,smog
0.232171878,1,smog
0.232478128,2,smog
0.232784378,0,smog
0.233090628,0,smog
0.233396878,0,smog
0.233703128,0,smog
0.234009378,0,smog
0.234315628,0,smog
0.234621878,0,smog
0.234928128,0,smog
0.235234378,0,smog
0.235540628,0,smog
0.235846878,0,smog
0.236153128,0,smog
0.236459378,0,smog
0.236765628,0,smog
0.237071878,0,smog
0.237378128,0,smog
0.237684378,0,smog
0.237990628,0,smog
0.238296878,0,smog
0.238603128,0,smog
0.238909378,0,smog
0.239215628,0,smog
0.239521878,0,smog
0.239828128,0,smog
0.240134378,0,smog
0.240440628,0,smog
0.240746878,0,smog
0.241053128,0,smog
0.241359378,0,smog
0.241665628,0,smog
0.241971878,0,smog
0.242278128,0,smog
0.242584378,0,smog
0.242890628,0,smog
0.243196878,0,smog
0.243503128,0,smog
0.243809378,0,smog
0.244115628,0,smog
0.244421878,0,smog
0.244728128,0,smog
0.245034378,0,smog
0.245340628,0,smog
0.245646878,1,smog
